Recipe ID,Recipe Name,Category,Meal Type,Diet Type,Fitness Goals,Calories,Protein,Carbohydrates,Fat,Fiber,Prep Time,Cook Time,Difficulty,Cost Level,Equipment,Hostel Friendly,Home Friendly,Regional Tag,ZITLAS Original
ZITLAS-REC-0161,ZITLAS Little Millet Upma,Breakfast,Breakfast,Vegan,Weight Loss; General Fitness,321,8.5,38.4,15.8,6.1,10,15,Moderate,Moderate,Kadai,No,Yes,,No
ZITLAS-REC-0162,ZITLAS Brown Chana Chaat Wrap,Breakfast,Breakfast,Vegan,Weight Loss,410,17.5,77.8,3.8,15.8,10,5,Easy,Budget,Tawa,Yes,Yes,,No
ZITLAS-REC-0163,ZITLAS Sprouted Moth Bean Cutlet,Breakfast,Breakfast,Vegan,Weight Loss; Muscle Gain,239,8.6,32.8,8.7,5.7,12,10,Moderate,Budget,Tawa,Yes,Yes,Maharashtrian-inspired,Yes
ZITLAS-REC-0164,ZITLAS Jowar Bhakri with Curd and Peanuts,Breakfast,Breakfast,Vegetarian,General Fitness,431,13.9,57.0,17.2,6.0,10,10,Moderate,Budget,Tawa,No,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0165,ZITLAS Mixed Vegetable Cutlet Sandwich,Breakfast,Breakfast,Vegan,Weight Loss,289,6.8,42.9,10.2,6.6,12,10,Moderate,Budget,Tawa,Yes,Yes,,No
ZITLAS-REC-0166,ZITLAS Palak Besan Chilla,Breakfast,Breakfast,Vegan,Weight Loss,238,12.7,31.2,8.2,6.7,10,8,Easy,Budget,Tawa; Mixer,Yes,Yes,,No
ZITLAS-REC-0167,ZITLAS Chana Dal Vegetable Pulao,Breakfast,Breakfast,Vegan,General Fitness,196,5.0,25.6,8.5,4.4,10,18,Moderate,Budget,Pressure cooker,No,Yes,,No
ZITLAS-REC-0168,ZITLAS Peanut Sprouts Paratha,Breakfast,Breakfast,Vegan,Muscle Gain; General Fitness,659,29.2,88.4,22.2,19.6,12,10,Moderate,Budget,Tawa,No,Yes,,Yes
ZITLAS-REC-0169,ZITLAS Boiled Egg Chaat Bowl,Breakfast,Breakfast,Eggetarian,Muscle Gain,170,13.5,4.3,11.1,0.7,6,0,Easy,Budget,No-cook,Yes,Yes,,No
ZITLAS-REC-0170,ZITLAS Little Millet Idli,Breakfast,Breakfast,Vegan,Weight Loss; General Fitness,626,28.4,115.1,6.6,22.0,15,12,Moderate,Moderate,Pressure cooker; Mixer,No,Yes,South Indian-inspired,No
ZITLAS-REC-0171,ZITLAS Kodo Millet Khichdi,Breakfast,Breakfast,Vegan,Weight Loss; General Fitness,329,10.9,50.2,7.1,9.5,8,18,Moderate,Moderate,Pressure cooker,No,Yes,,No
ZITLAS-REC-0172,ZITLAS Peanut Sprouts Dosa,Breakfast,Breakfast,Vegan,Muscle Gain; Weight Loss,791,49.9,109.4,19.6,33.5,12,12,Moderate,Moderate,Tawa; Mixer,No,Yes,South Indian-inspired,Yes
ZITLAS-REC-0173,ZITLAS Besan Kadhi Bowl,Breakfast,Breakfast,Vegetarian,Weight Loss,233,10.8,21.6,12.4,2.7,8,15,Moderate,Budget,Kadai,No,Yes,Gujarati-inspired,Yes
ZITLAS-REC-0174,ZITLAS Multi-Dal Cheela,Breakfast,Breakfast,Vegan,Muscle Gain; General Fitness,267,15.0,37.2,6.8,9.3,15,8,Moderate,Budget,Tawa; Mixer,No,Yes,,Yes
ZITLAS-REC-0175,ZITLAS Plain Vegetable Uttapam,Breakfast,Breakfast,Vegan,General Fitness,579,38.0,91.7,8.5,27.7,8,10,Easy,Budget,Tawa,Yes,Yes,South Indian-inspired,No
ZITLAS-REC-0176,ZITLAS Green Peas Paratha,Breakfast,Breakfast,Vegan,General Fitness,326,9.4,52.5,9.3,9.2,12,10,Moderate,Budget,Tawa,No,Yes,Punjabi-inspired,No
ZITLAS-REC-0177,ZITLAS Bengali-Style Egg Curry with Bajra Roti,Breakfast,Breakfast,Eggetarian,Muscle Gain; General Fitness,480,20.4,50.0,22.1,8.3,10,15,Moderate,Moderate,Kadai; Tawa,No,Yes,Bengali-inspired,No
ZITLAS-REC-0178,ZITLAS Puffed Rice (Murmura) Bhel Bowl,Breakfast,Breakfast,Vegan,Weight Loss,262,7.8,42.1,7.7,2.5,6,0,Easy,Budget,No-cook,Yes,Yes,Mumbai street-food-inspired,No
ZITLAS-REC-0179,ZITLAS Vegetable Semiya Upma with Peanuts,Breakfast,Breakfast,Vegan,Weight Loss,319,9.9,35.7,16.3,3.5,8,10,Easy,Budget,Kadai,Yes,Yes,South Indian-inspired,No
ZITLAS-REC-0180,ZITLAS Vegetable Peanut Frankie,Breakfast,Breakfast,Vegan,Weight Loss,440,14.6,55.7,19.1,10.9,12,10,Moderate,Budget,Tawa,Yes,Yes,Mumbai street-food-inspired,No
ZITLAS-REC-0181,ZITLAS Amaranth Leaves (Chaulai) Paratha,Breakfast,Breakfast,Vegan,General Fitness,325,10.4,51.5,9.5,9.4,12,10,Moderate,Budget,Tawa,No,Yes,,No
ZITLAS-REC-0182,ZITLAS Vegetable Khakhra Chaat,Breakfast,Breakfast,Vegetarian,Weight Loss,212,7.6,33.5,5.1,3.8,8,0,Easy,Budget,No-cook,Yes,Yes,Gujarati-inspired,Yes
ZITLAS-REC-0183,ZITLAS Cowpea (Chawli) Sabzi Roti Roll,Breakfast,Breakfast,Vegan,Muscle Gain; General Fitness,442,16.7,73.7,9.8,15.2,10,15,Moderate,Budget,Kadai; Tawa,No,Yes,,No
ZITLAS-REC-0184,ZITLAS Air-Fried Sabudana Vada,Breakfast,Breakfast,Vegetarian,General Fitness,411,5.9,62.8,16.0,3.2,10,15,Moderate,Budget,Air fryer,No,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0185,ZITLAS Vegetable Semolina Cutlet,Breakfast,Breakfast,Vegan,General Fitness,369,8.9,61.2,8.9,2.6,12,10,Moderate,Budget,Kadai; Tawa,No,Yes,,Yes
ZITLAS-REC-0186,ZITLAS Vegetable Idiyappam Bowl,Breakfast,Breakfast,Vegan,Weight Loss; General Fitness,322,4.9,58.5,7.1,2.7,15,15,Moderate,Moderate,Pressure cooker,No,Yes,Kerala-inspired,Yes
ZITLAS-REC-0187,ZITLAS Egg Idiyappam Bowl,Breakfast,Breakfast,Eggetarian,Muscle Gain; General Fitness,395,10.9,58.3,12.5,2.0,15,15,Moderate,Moderate,Pressure cooker,No,Yes,Kerala-inspired,Yes
ZITLAS-REC-0188,ZITLAS Air-Fried Chana Dal Vada,Breakfast,Breakfast,Vegan,Muscle Gain,227,9.2,29.2,8.6,8.0,20,15,Moderate,Budget,Air fryer; Mixer,No,Yes,,No
ZITLAS-REC-0189,ZITLAS Roasted Soybean Trail Mix Bowl,Breakfast,Breakfast,Vegan,Muscle Gain; General Fitness,251,18.2,22.5,10.0,5.3,5,0,Easy,Moderate,No-cook,Yes,Yes,,No
ZITLAS-REC-0190,ZITLAS Rajma Poha Cutlet Sandwich,Breakfast,Breakfast,Vegan,Muscle Gain; General Fitness,444,15.8,71.4,10.9,11.2,10,10,Moderate,Budget,Tawa,Yes,Yes,,No
ZITLAS-REC-0191,ZITLAS Boiled Peanut Chaat Bowl,Breakfast,Breakfast,Vegan,Weight Loss,465,21.0,15.4,39.3,7.4,10,0,Easy,Budget,Pressure cooker,No,Yes,South Indian-inspired,Yes
ZITLAS-REC-0192,ZITLAS Vegetable Kanji Drink,Breakfast,Breakfast,Vegan,Weight Loss,43,1.6,10.0,0.2,2.8,15,0,Easy,Budget,No-cook,No,Yes,North Indian-inspired,Yes
ZITLAS-REC-0193,ZITLAS Roasted Chana Dal and Curd Bowl,Breakfast,Breakfast,Vegetarian,Weight Loss,156,8.8,17.9,6.0,3.0,3,0,Easy,Budget,No-cook,Yes,Yes,,No
ZITLAS-REC-0194,ZITLAS Sweet Potato Chaat Bowl,Breakfast,Breakfast,Vegan,Weight Loss,214,6.3,32.4,7.5,5.8,8,0,Easy,Moderate,No-cook,Yes,Yes,,No
ZITLAS-REC-0195,ZITLAS Multigrain Khakhra Sandwich,Breakfast,Breakfast,Vegan,Weight Loss,354,12.5,46.7,13.5,7.5,8,0,Easy,Budget,No-cook,Yes,Yes,Gujarati-inspired,Yes
ZITLAS-REC-0196,ZITLAS Lauki Chilla,Breakfast,Breakfast,Vegan,Weight Loss,232,11.3,30.7,8.1,6.0,8,8,Easy,Budget,Tawa,Yes,Yes,,No
ZITLAS-REC-0197,ZITLAS Roasted Chana and Puffed Rice Chivda,Breakfast,Breakfast,Vegan,Weight Loss,411,11.9,55.1,16.9,4.6,8,8,Easy,Budget,Kadai,Yes,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0198,ZITLAS Multi-Millet Idli,Breakfast,Breakfast,Vegan,Weight Loss; General Fitness,606,32.5,110.9,4.9,24.8,15,12,Moderate,Moderate,Pressure cooker,No,Yes,South Indian-inspired,Yes
ZITLAS-REC-0199,ZITLAS Boiled Chana and Peanut Salad,Breakfast,Breakfast,Vegan,Weight Loss,285,14.3,32.0,12.4,9.6,6,0,Easy,Budget,No-cook,Yes,Yes,,No
ZITLAS-REC-0200,ZITLAS Curd Sprouts Bowl,Breakfast,Breakfast,Vegetarian,Weight Loss,350,23.4,52.8,4.9,12.8,6,0,Easy,Budget,No-cook,Yes,Yes,,No
