Recipe ID,Recipe Name,Category,Meal Type,Diet Type,Fitness Goals,Calories,Protein,Carbohydrates,Fat,Fiber,Prep Time,Cook Time,Difficulty,Cost Level,Equipment,Hostel Friendly,Home Friendly,Regional Tag,ZITLAS Original
ZITLAS-REC-0330,ZITLAS No-Cook Soaked Almonds and Dates Bowl,Breakfast,Breakfast,Vegan,General Fitness,172,4.7,19.4,10.1,4.1,480,0,Easy,Moderate,No-cook,Yes,Yes,,No
ZITLAS-REC-0331,ZITLAS No-Cook Protein Milk Chia Pudding,Breakfast,Breakfast,Vegetarian,Muscle Gain; General Fitness,205,9.2,17.0,12.1,6.8,5,0,Easy,Moderate,No-cook,Yes,Yes,,No
ZITLAS-REC-0332,ZITLAS Rice Cooker Idli,Breakfast,Breakfast,Vegan,Weight Loss,682,50.0,118.0,3.2,36.0,10,15,Easy,Budget,Rice cooker,Yes,No,South Indian-inspired,Yes
ZITLAS-REC-0333,ZITLAS Microwave Baked Egg Mug,Breakfast,Breakfast,Eggetarian,Muscle Gain,95,6.5,0.6,7.5,0.0,2,2,Easy,Budget,Microwave,Yes,No,,Yes
ZITLAS-REC-0334,ZITLAS No-Cook Peanut Date Energy Bowl,Breakfast,Breakfast,Vegan,General Fitness,226,7.2,26.5,12.4,4.5,5,0,Easy,Budget,No-cook,Yes,Yes,,Yes
ZITLAS-REC-0335,ZITLAS Kettle Corn Soup Mug,Breakfast,Breakfast,Vegan,Weight Loss,58,2.0,12.6,0.9,1.4,5,3,Easy,Budget,Electric kettle,Yes,No,,Yes
ZITLAS-REC-0336,ZITLAS No-Cook Buttermilk Oats Bowl,Breakfast,Breakfast,Vegetarian,Weight Loss,168,6.6,25.5,3.9,3.0,8,0,Easy,Budget,No-cook,Yes,Yes,,Yes
ZITLAS-REC-0337,ZITLAS Rice Cooker Vegetable Dalia,Breakfast,Breakfast,Vegan,Weight Loss,227,6.8,38.5,5.8,6.0,8,25,Easy,Budget,Rice cooker,Yes,No,,Yes
ZITLAS-REC-0338,ZITLAS Microwave Scrambled Tofu Mug,Breakfast,Breakfast,Vegan,Muscle Gain; Weight Loss,119,8.2,3.7,8.8,0.6,5,3,Easy,Moderate,Microwave,Yes,No,,Yes
ZITLAS-REC-0339,ZITLAS No-Cook Roasted Chana Muesli Mix,Breakfast,Breakfast,Vegan,Weight Loss; Muscle Gain,263,10.1,38.9,7.0,5.1,3,0,Easy,Budget,No-cook,Yes,Yes,,Yes
ZITLAS-REC-0340,ZITLAS Kettle Sattu Porridge,Breakfast,Breakfast,Vegan,Weight Loss; Muscle Gain,152,8.0,22.8,2.4,4.0,5,3,Easy,Budget,Electric kettle,Yes,No,Bihar-inspired,Yes
ZITLAS-REC-0341,ZITLAS Rice Cooker Sweet Potato and Rice Bowl,Breakfast,Breakfast,Vegan,Weight Loss; General Fitness,164,2.6,28.5,4.6,3.3,8,25,Easy,Moderate,Rice cooker,Yes,No,,Yes
ZITLAS-REC-0342,ZITLAS No-Cook Fruit and Nut Curd Bowl,Breakfast,Breakfast,Vegetarian,Weight Loss,192,7.9,20.8,10.1,2.5,5,0,Easy,Moderate,No-cook,Yes,Yes,,No
ZITLAS-REC-0343,ZITLAS Microwave Vegetable Oats Khichdi Mug,Breakfast,Breakfast,Vegan,Weight Loss,217,9.2,33.4,5.4,6.8,30,5,Easy,Budget,Microwave,Yes,No,,Yes
ZITLAS-REC-0344,ZITLAS Kettle Peanut Butter Oats Mug,Breakfast,Breakfast,Vegetarian,Muscle Gain; General Fitness,270,10.2,30.8,12.8,5.2,3,4,Easy,Moderate,Electric kettle,Yes,No,,Yes
ZITLAS-REC-0345,ZITLAS No-Cook Cucumber Curd Raita with Roasted Chana,Breakfast,Breakfast,Vegetarian,Weight Loss,138,7.9,15.5,5.6,2.7,5,0,Easy,Budget,No-cook,Yes,Yes,,Yes
ZITLAS-REC-0346,ZITLAS Rice Cooker Moong Dal Khichdi,Breakfast,Breakfast,Vegan,Weight Loss,214,9.4,30.6,5.8,6.3,8,30,Easy,Budget,Rice cooker,Yes,No,,Yes
ZITLAS-REC-0347,ZITLAS No-Cook Sprouts and Corn Salad Cup,Breakfast,Breakfast,Vegan,Weight Loss,291,18.5,51.8,1.6,12.4,5,0,Easy,Budget,No-cook,Yes,Yes,,Yes
ZITLAS-REC-0348,ZITLAS Rice Cooker Savoury Rice Porridge,Breakfast,Breakfast,Vegan,Weight Loss,48,1.0,10.0,0.4,0.7,5,35,Easy,Budget,Rice cooker,Yes,No,,Yes
ZITLAS-REC-0349,ZITLAS No-Cook Peanut Butter Date Oats Cup,Breakfast,Breakfast,Vegan,Muscle Gain; General Fitness,302,9.5,42.8,12.2,6.2,5,0,Easy,Moderate,No-cook,Yes,Yes,,Yes
ZITLAS-REC-0350,ZITLAS No-Cook Watermelon Seeds and Curd Bowl,Breakfast,Breakfast,Vegetarian,Muscle Gain; Weight Loss,174,9.4,9.3,12.0,0.6,4,0,Easy,Moderate,No-cook,Yes,Yes,,Yes
