Recipe ID,Recipe Name,Category,Meal Type,Diet Type,Fitness Goals,Calories,Protein,Carbohydrates,Fat,Fiber,Prep Time,Cook Time,Difficulty,Cost Level,Equipment,Hostel Friendly,Home Friendly,Regional Tag,ZITLAS Original
ZITLAS-REC-0510,ZITLAS Kolhapuri Misal Deluxe Bowl,Specials,Evening Snack; Dinner,Eggetarian,Muscle Gain,331,18.1,29.1,17.1,7.5,12,15,Moderate,Moderate,Kadai,No,Yes,Kolhapur-inspired,No
ZITLAS-REC-0511,ZITLAS Shrikhand Protein Bowl,Desserts,Dessert,Vegetarian,General Fitness,90,8.5,6.5,3.5,0.0,240,0,Easy,Moderate,No-cook,No,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0512,ZITLAS Basundi Protein Bowl,Desserts,Dessert,Vegetarian,General Fitness,259,11.0,26.2,13.8,2.5,5,20,Moderate,Moderate,Kadai,No,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0513,ZITLAS Ukadiche Modak Bites,Desserts,Dessert,Vegan,General Fitness,468,6.1,80.8,14.3,7.3,25,15,Moderate,Moderate,Pressure cooker,No,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0514,ZITLAS Sabudana Kheer Protein Bowl,Desserts,Dessert,Vegetarian,General Fitness,273,7.2,47.1,7.0,1.3,5,15,Easy,Moderate,Kadai,No,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0515,ZITLAS Modak Protein Bites,Desserts,Dessert,Vegan,General Fitness,380,5.4,72.3,10.2,11.7,15,0,Easy,Moderate,No-cook,Yes,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0516,ZITLAS Chilled Solkadhi Drink,Drinks,Beverage,Vegan,Weight Loss,278,2.8,7.1,28.8,2.7,8,0,Easy,Moderate,No-cook,Yes,Yes,Konkan-inspired,No
ZITLAS-REC-0517,ZITLAS Kokum Sherbet Protein Drink,Drinks,Beverage,Vegetarian,Weight Loss,37,5.1,3.6,0.2,0.3,8,0,Easy,Moderate,No-cook,Yes,Yes,Konkan-inspired,No
ZITLAS-REC-0518,ZITLAS Sol Kadhi Buttermilk Fusion,Drinks,Beverage,Vegetarian,Weight Loss,169,2.9,6.7,15.4,1.4,8,0,Easy,Moderate,No-cook,Yes,Yes,Konkan-inspired,No
ZITLAS-REC-0519,ZITLAS Kairi Panha Cooler Drink,Drinks,Beverage,Vegan,Weight Loss,70,0.8,18.0,0.3,1.9,15,5,Easy,Budget,Kadai,Yes,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0520,ZITLAS Curd Chaas Jeera Drink,Drinks,Beverage,Vegetarian,Weight Loss,60,3.5,4.7,3.3,0.0,5,0,Easy,Budget,No-cook,Yes,Yes,Maharashtrian-inspired,No
