Recipe ID,Recipe Name,Category,Meal Type,Diet Type,Fitness Goals,Calories,Protein,Carbohydrates,Fat,Fiber,Prep Time,Cook Time,Difficulty,Cost Level,Equipment,Hostel Friendly,Home Friendly,Regional Tag,ZITLAS Original
ZITLAS-REC-0024,ZITLAS Soya Brown Rice Prep Bowl,Breakfast,Breakfast,Vegan,Muscle Gain; Body Transformation,1383,117.7,181.2,21.4,37.8,15,20,Moderate,Moderate,Kadai; Pressure cooker,No,Yes,,Yes
ZITLAS-REC-0025,ZITLAS Peanut Sprouts Kanda Poha,Breakfast,Breakfast,Vegan,Weight Loss; General Fitness,468,17.4,68.1,14.5,9.5,8,8,Easy,Budget,Kadai,Yes,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0026,ZITLAS Egg Akuri on Toast,Breakfast,Breakfast,Eggetarian,Muscle Gain; General Fitness,384,19.0,34.4,19.2,5.1,6,8,Easy,Moderate,Tawa,Yes,Yes,Parsi-inspired,No
ZITLAS-REC-0027,ZITLAS Oats Idli,Breakfast,Breakfast,Vegan,Weight Loss; General Fitness,663,36.4,114.0,8.1,26.1,15,12,Moderate,Budget,Pressure cooker; Mixer,No,Yes,South Indian-inspired,Yes
ZITLAS-REC-0028,ZITLAS Air-Fried Moong Dahi Vada,Breakfast,Breakfast,Vegetarian,Weight Loss; Muscle Gain,490,29.2,66.0,12.1,16.0,20,15,Moderate,Moderate,Air fryer; Mixer,No,Yes,,Yes
ZITLAS-REC-0029,ZITLAS Vegetable Omelette Roll,Breakfast,Breakfast,Eggetarian,Weight Loss; Body Transformation,220,13.9,5.6,16.1,1.2,6,6,Easy,Budget,Tawa,Yes,Yes,,No
ZITLAS-REC-0030,ZITLAS Chana Dal Vegetable Cheela,Breakfast,Breakfast,Vegan,Weight Loss; General Fitness,183,7.1,21.9,7.9,6.5,15,10,Moderate,Budget,Tawa; Mixer,No,Yes,,No
ZITLAS-REC-0031,ZITLAS No-Bake Peanut Chikki Bites,Breakfast,Breakfast,Vegan,General Fitness,904,32.5,64.2,65.0,15.0,15,5,Easy,Budget,Kadai,Yes,Yes,,Yes
ZITLAS-REC-0032,ZITLAS Bajra Roti with Peanut Chutney,Breakfast,Breakfast,Vegetarian,General Fitness,431,14.6,47.2,21.4,8.6,10,10,Moderate,Budget,Tawa; Mixer,No,Yes,Rajasthani-inspired,No
ZITLAS-REC-0033,ZITLAS Soya Milk Date Overnight Oats,Breakfast,Breakfast,Vegan,Muscle Gain; General Fitness,337,11.9,52.4,10.3,8.4,5,0,Easy,Moderate,No-cook,Yes,Yes,,No
ZITLAS-REC-0034,ZITLAS Lite Paneer Paratha,Breakfast,Breakfast,Vegetarian,Muscle Gain; Weight Loss,440,19.4,51.5,17.2,8.2,12,10,Moderate,Moderate,Tawa,No,Yes,Punjabi-inspired,No
ZITLAS-REC-0035,ZITLAS Soya Vermicelli Upma,Breakfast,Breakfast,Vegan,Weight Loss; General Fitness,316,20.4,44.1,6.6,5.8,10,10,Easy,Budget,Kadai,Yes,Yes,South Indian-inspired,No
ZITLAS-REC-0036,ZITLAS Chana Curd Bhel (No Cook),Breakfast,Breakfast,Vegetarian,Weight Loss,214,11.5,33.0,4.7,8.3,6,0,Easy,Budget,No-cook,Yes,Yes,,No
ZITLAS-REC-0037,ZITLAS Baked Egg Muffin Cups,Breakfast,Breakfast,Eggetarian,Muscle Gain; Body Transformation,659,49.5,13.8,45.9,3.1,15,20,Moderate,Moderate,Oven,No,Yes,,Yes
ZITLAS-REC-0038,ZITLAS Sabudana Peanut Khichdi,Breakfast,Breakfast,Vegetarian,General Fitness,491,10.2,60.8,24.5,3.6,10,12,Moderate,Budget,Kadai,No,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0039,ZITLAS Multigrain Uttapam,Breakfast,Breakfast,Vegan,General Fitness; Weight Loss,714,42.0,112.5,12.6,30.9,15,12,Moderate,Budget,Tawa,No,Yes,South Indian-inspired,No
ZITLAS-REC-0040,ZITLAS Leftover Roti Chivda,Breakfast,Breakfast,Vegan,Weight Loss,443,12.1,59.2,18.4,9.6,5,8,Easy,Budget,Kadai,Yes,Yes,,Yes
ZITLAS-REC-0041,ZITLAS One-Pan Hostel Paneer Chilla Wrap,Breakfast,Breakfast,Vegetarian,Muscle Gain; General Fitness,338,18.4,31.3,16.0,5.7,8,8,Easy,Budget,Induction; One pan,Yes,No,,Yes
ZITLAS-REC-0042,ZITLAS Portion-Controlled Moong Dal Halwa,Breakfast,Breakfast; Dessert,Vegetarian,General Fitness,303,12.0,41.5,10.5,8.0,10,15,Moderate,Moderate,Kadai,No,Yes,,Yes
ZITLAS-REC-0043,ZITLAS Egg Oats Savoury Porridge,Breakfast,Breakfast,Eggetarian,Muscle Gain; General Fitness,273,11.9,29.2,12.3,4.4,5,10,Easy,Budget,Kadai,Yes,Yes,,Yes
ZITLAS-REC-0044,ZITLAS Rajma Oats Tikki Sandwich,Breakfast,Breakfast,Vegetarian,Muscle Gain; General Fitness,441,16.9,67.4,12.0,13.0,10,10,Moderate,Budget,Tawa,Yes,Yes,,Yes
ZITLAS-REC-0045,ZITLAS Chaas and Roasted Chana Combo,Breakfast,Breakfast,Vegetarian,Weight Loss,124,6.4,15.6,3.3,2.3,5,0,Easy,Budget,No-cook,Yes,Yes,,No
ZITLAS-REC-0046,ZITLAS Foxtail Millet Upma,Breakfast,Breakfast,Vegan,General Fitness; Weight Loss,326,10.8,37.4,15.6,6.3,10,15,Moderate,Moderate,Kadai,No,Yes,,No
ZITLAS-REC-0047,ZITLAS Paneer Bhurji Multigrain Bowl,Breakfast,Breakfast,Vegetarian,Muscle Gain; Body Transformation,632,27.3,69.8,26.4,8.9,10,15,Moderate,Moderate,Kadai; Pressure cooker,No,Yes,,Yes
ZITLAS-REC-0048,ZITLAS Tofu Bhurji Toast,Breakfast,Breakfast,Vegan,Muscle Gain; Weight Loss,305,14.0,35.2,13.0,5.4,8,8,Easy,Moderate,Tawa,Yes,Yes,,No
ZITLAS-REC-0049,ZITLAS Quinoa Vegetable Poha-Style Bowl,Breakfast,Breakfast,Vegan,Muscle Gain; General Fitness,338,11.2,38.1,16.3,6.6,5,10,Easy,Premium,Kadai,No,Yes,,No
ZITLAS-REC-0050,ZITLAS Curd Sattu Cooler Bowl,Breakfast,Breakfast,Vegetarian,Weight Loss; Muscle Gain,250,13.5,31.7,7.4,4.3,5,0,Easy,Budget,No-cook,Yes,Yes,Bihar-inspired,No
