Recipe ID,Recipe Name,Category,Meal Type,Diet Type,Fitness Goals,Calories,Protein,Carbohydrates,Fat,Fiber,Prep Time,Cook Time,Difficulty,Cost Level,Equipment,Hostel Friendly,Home Friendly,Regional Tag,ZITLAS Original
ZITLAS-REC-0545,ZITLAS Vidarbha-Style Bharda,Dinner,Dinner,Vegan,Weight Loss,311,8.0,52.7,8.4,8.3,15,20,Moderate,Budget,Gas stove; Kadai; Tawa,No,Yes,Vidarbha-inspired,No
ZITLAS-REC-0546,ZITLAS Sindhudurg Coconut Rice Bowl,Dinner,Dinner,Vegan,General Fitness,369,5.9,23.4,30.0,3.1,8,18,Easy,Moderate,Pressure cooker,No,Yes,Sindhudurg-inspired,No
ZITLAS-REC-0547,ZITLAS Kaju Konkan Curry Bowl,Dinner,Dinner,Vegan,General Fitness,558,12.9,24.6,49.2,4.0,10,15,Moderate,Premium,Kadai,No,Yes,Konkan-inspired,No
ZITLAS-REC-0548,ZITLAS Ratnagiri Grilled Fish Bowl,Dinner,Dinner,Non-Vegetarian,Muscle Gain; Body Transformation,197,24.5,1.4,10.2,0.0,15,12,Moderate,Premium,Oven; Air fryer,No,Yes,Ratnagiri-inspired,No
ZITLAS-REC-0549,ZITLAS Alu Chi Dandi Bhaji,Dinner,Dinner,Vegan,Weight Loss,165,4.6,6.5,14.5,2.7,15,18,Moderate,Budget,Kadai,No,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0550,ZITLAS Leftover Amti Rice Cutlets,Dinner,Dinner,Vegan,General Fitness,483,23.8,72.2,11.0,15.2,10,10,Moderate,Budget,Tawa,Yes,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0551,ZITLAS Paneer Bhopla Bhaji Dinner Bowl,Dinner,Dinner,Vegetarian,Muscle Gain; General Fitness,247,11.8,7.2,19.1,0.5,12,15,Moderate,Moderate,Kadai,No,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0552,ZITLAS Post-Workout Fish Amti Bowl,Dinner,Dinner; Post-Workout,Non-Vegetarian,Muscle Gain; Body Transformation,323,24.7,30.3,11.2,2.2,12,15,Moderate,Premium,Kadai,No,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0553,ZITLAS Family-Style Suran Bhaji Platter,Dinner,Dinner,Vegan,General Fitness,829,18.3,98.9,43.2,17.9,15,20,Moderate,Moderate,Kadai,No,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0554,ZITLAS Baked Karle Chips Snack,Snacks,Evening Snack,Vegan,Weight Loss,96,1.5,5.6,8.3,3.9,15,20,Easy,Budget,Oven,No,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0555,ZITLAS Baked Suran Chips Snack,Snacks,Evening Snack,Vegan,Weight Loss,248,2.2,41.8,8.3,6.1,15,20,Easy,Moderate,Oven,No,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0556,ZITLAS Roasted Sabudana Papad Snack,Snacks,Evening Snack,Vegan,Weight Loss,18,0.0,0.0,2.0,0.0,2,3,Easy,Budget,Gas stove,Yes,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0557,ZITLAS Solapur Shenga Chutney Bowl,Snacks,Evening Snack,Vegan,Weight Loss,239,10.7,9.1,19.6,3.9,8,0,Easy,Budget,Mixer,Yes,Yes,Solapur-inspired,No
ZITLAS-REC-0558,ZITLAS Baked Kadboli Rings,Snacks,Evening Snack,Vegan,Weight Loss,498,12.2,75.2,16.8,5.9,25,20,Moderate,Moderate,Oven,No,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0559,ZITLAS Curd Karvand Chutney Dip Snack,Snacks,Evening Snack,Vegetarian,Weight Loss,84,4.5,9.8,3.5,1.8,8,0,Easy,Moderate,No-cook,Yes,Yes,Konkan-inspired,No
ZITLAS-REC-0560,ZITLAS Roasted Wadi Snack Bites,Snacks,Evening Snack,Vegan,Muscle Gain,174,9.6,23.6,4.5,6.4,3,8,Easy,Budget,Kadai,Yes,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0561,ZITLAS Steamed Dhokli Snack Bites,Snacks,Evening Snack,Vegan,General Fitness,271,7.9,42.9,8.0,7.2,12,12,Moderate,Budget,Pressure cooker; Tawa,No,Yes,Marathwada-inspired,No
ZITLAS-REC-0562,ZITLAS Bhoplyachi Bhaji Toast Snack,Snacks,Evening Snack,Vegan,Weight Loss,229,6.4,35.9,7.2,4.7,10,10,Easy,Budget,Kadai; Tawa,Yes,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0563,ZITLAS Peanut Karvand Chutney Bowl,Snacks,Evening Snack,Vegan,Weight Loss,142,5.5,10.5,9.9,3.0,8,0,Easy,Moderate,Mixer,Yes,Yes,Konkan-inspired,No
ZITLAS-REC-0564,ZITLAS Steamed Suran Bites Snack,Snacks,Evening Snack,Vegan,Weight Loss,162,1.5,27.9,5.2,4.1,10,12,Easy,Moderate,Pressure cooker,No,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0565,ZITLAS Roasted Bhagar Namkeen Mix,Snacks,Evening Snack,Vegan,Weight Loss,448,15.2,59.5,17.7,3.5,8,10,Easy,Moderate,Kadai,Yes,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0566,ZITLAS Nashik Onion-Grape Chutney Bowl,Specials,Evening Snack,Vegan,General Fitness,126,1.3,18.0,6.2,1.9,12,8,Easy,Moderate,Kadai,No,Yes,Nashik-inspired,No
ZITLAS-REC-0567,ZITLAS Solapur Shenga Chikki Protein Bar,Specials,Evening Snack,Vegan,Muscle Gain,780,27.1,53.5,57.2,12.5,15,8,Easy,Budget,Kadai,Yes,Yes,Solapur-inspired,No
ZITLAS-REC-0568,ZITLAS Kolhapuri Bhadang Special,Specials,Evening Snack,Vegan,Weight Loss,403,9.9,54.3,17.2,2.4,8,10,Easy,Budget,Kadai,Yes,Yes,Kolhapur-inspired,No
ZITLAS-REC-0569,ZITLAS Marathwada Shenga Ambti Special,Specials,Lunch; Dinner,Vegan,Muscle Gain; General Fitness,421,16.1,13.8,36.5,6.0,12,15,Moderate,Budget,Kadai; Mixer,No,Yes,Marathwada-inspired,No
ZITLAS-REC-0570,ZITLAS Sindhudurg Fish Thali Special,Specials,Dinner,Non-Vegetarian,Muscle Gain; General Fitness,397,19.6,19.8,28.1,2.5,20,20,Moderate,Premium,Oven; Kadai,No,Yes,Sindhudurg-inspired,No
ZITLAS-REC-0571,ZITLAS Kharvas-Inspired Steamed Milk Custard Bowl,Desserts,Dessert,Eggetarian,Muscle Gain,210,11.7,19.0,10.5,1.2,8,20,Moderate,Moderate,Pressure cooker,No,Yes,Konkan-inspired,No
ZITLAS-REC-0572,ZITLAS Karanji-Inspired Baked Sweet Bites,Desserts,Dessert,Vegan,General Fitness,572,11.5,80.8,24.7,14.6,25,18,Moderate,Moderate,Oven,No,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0573,ZITLAS Anarsa-Inspired Baked Rice Bites,Desserts,Dessert,Vegan,General Fitness,595,8.4,111.8,13.6,6.6,720,15,Moderate,Moderate,Oven,No,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0574,ZITLAS Kaju Modak Bites,Desserts,Dessert,Vegan,General Fitness,581,15.3,46.5,41.3,5.0,20,8,Moderate,Premium,Kadai,No,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0575,ZITLAS Jambhul Frozen Sorbet Bowl,Desserts,Dessert,Vegan,Weight Loss,72,0.8,18.7,0.2,0.7,240,0,Easy,Moderate,No-cook,Yes,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0576,ZITLAS Maharashtrian Kadha Immunity Drink,Drinks,Beverage,Vegan,General Fitness,23,0.2,6.0,0.0,0.6,5,8,Easy,Budget,Kadai,Yes,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0577,ZITLAS Nashik Grape Cooler,Drinks,Beverage,Vegan,Weight Loss,104,1.0,27.0,0.3,1.4,8,0,Easy,Moderate,Mixer,Yes,Yes,Nashik-inspired,No
ZITLAS-REC-0578,ZITLAS Karvand Sherbet Drink,Drinks,Beverage,Vegan,Weight Loss,60,0.7,15.4,0.2,2.4,10,5,Easy,Moderate,Kadai,No,Yes,Konkan-inspired,No
ZITLAS-REC-0579,ZITLAS Roasted Bhagar Malt Drink,Drinks,Beverage,Vegetarian,General Fitness,239,9.8,36.2,6.9,1.5,5,8,Easy,Moderate,Kadai,No,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0580,ZITLAS Jambhul Sherbet Drink,Drinks,Beverage,Vegan,Weight Loss,60,0.7,15.6,0.2,0.6,10,0,Easy,Moderate,Mixer,Yes,Yes,Maharashtrian-inspired,No
ZITLAS-REC-0581,ZITLAS Curd Karvand Lassi Drink,Drinks,Beverage,Vegetarian,Weight Loss,99,5.4,9.2,5.0,0.6,8,0,Easy,Moderate,Mixer,Yes,Yes,Konkan-inspired,No
